radius,mass,temperature,Discovery_Method,Discovery_Method_Index,features,rawPrediction,probability,prediction
1.708,7.34184,1366,Transit,0.0,"[1.708,7.34184,1366.0]","[9.750149921878757,0.19274698248477015,0.0034273411804261944,0.05367575445604674]","[0.9750149921878757,0.019274698248477017,0.00034273411804261944,0.005367575445604674]",0.0
10.55,196.0,377,Transit,0.0,"[10.55,196.0,377.0]","[9.887451392618582,0.10337147846422369,0.00917712891719494,0.0]","[0.9887451392618581,0.01033714784642237,0.0009177128917194939,0.0]",0.0
11.321,310.83618,1102,Transit,0.0,"[11.321,310.83618,1102.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
11.097,1197.32317,1102,Transit,0.0,"[11.097,1197.32317,1102.0]","[9.831656369078761,0.15402895301772168,0.011904796526112196,0.0024098813774041227]","[0.9831656369078761,0.015402895301772168,0.0011904796526112196,0.00024098813774041226]",0.0
12.554,693.50158,1371,Radial Velocity,1.0,"[12.554,693.50158,1371.0]","[9.27778801553478,0.704762510323459,0.01503959276435671,0.0024098813774041227]","[0.927778801553478,0.07047625103234591,0.001503959276435671,0.00024098813774041226]",0.0
2.05,5.77,1102,Transit,0.0,"[2.05,5.77,1102.0]","[9.750149921878757,0.19274698248477015,0.0034273411804261944,0.05367575445604674]","[0.9750149921878757,0.019274698248477017,0.00034273411804261944,0.005367575445604674]",0.0
10.8,794.5,1102,Transit,0.0,"[10.8,794.5,1102.0]","[9.868889710450034,0.11366081540820479,0.01503959276435671,0.0024098813774041227]","[0.9868889710450034,0.011366081540820479,0.001503959276435671,0.00024098813774041226]",0.0
2.579,9.77,1102,Transit,0.0,"[2.579,9.77,1102.0]","[9.834024388754111,0.14289046634546615,0.011705104978235256,0.011380039922187342]","[0.9834024388754111,0.014289046634546615,0.0011705104978235255,0.001138003992218734]",0.0
2.13,2.88,354,Transit,0.0,"[2.13,2.88,354.0]","[9.747394708632418,0.24954718739204604,0.0,0.0030581039755351682]","[0.9747394708632419,0.024954718739204605,0.0,0.0003058103975535168]",0.0
15.558,176.07694,1616,Transit,0.0,"[15.558,176.07694,1616.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
11.92,254.0,714,Transit,0.0,"[11.92,254.0,714.0]","[9.902431452745835,0.08092303407759067,0.014090566329903255,0.0025549468466705798]","[0.9902431452745836,0.008092303407759068,0.0014090566329903254,0.00025549468466705796]",0.0
12.016,230.10892,1028,Transit,0.0,"[12.016,230.10892,1028.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
0.82,5.3,1102,Transit,0.0,"[0.82,5.3,1102.0]","[9.810933720152175,0.16130912674238287,0.002188183807439825,0.0255689692980014]","[0.9810933720152175,0.016130912674238287,0.00021881838074398248,0.00255689692980014]",0.0
15.984,670.93913,1750,Transit,0.0,"[15.984,670.93913,1750.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
13.316,1017.0509,872,Transit,0.0,"[13.316,1017.0509,872.0]","[9.90278801553478,0.079762510323459,0.01503959276435671,0.0024098813774041227]","[0.990278801553478,0.0079762510323459,0.001503959276435671,0.00024098813774041226]",0.0
1.95,8.75,1616,Transit,0.0,"[1.95,8.75,1616.0]","[9.73598227134747,0.2033727203832353,0.006969253813247919,0.05367575445604674]","[0.9735982271347471,0.020337272038323532,0.0006969253813247919,0.005367575445604674]",0.0
0.861,4.3,495,Transit,0.0,"[0.861,4.3,495.0]","[9.013129275518317,0.9868707244816836,0.0,0.0]","[0.9013129275518317,0.09868707244816835,0.0,0.0]",0.0
6.51,22.1,1102,Transit,0.0,"[6.51,22.1,1102.0]","[9.874564703525815,0.10388825253177959,0.01483990121647977,0.006707142725925661]","[0.9874564703525814,0.010388825253177959,0.001483990121647977,0.0006707142725925661]",0.0
7.163,43.86032,1027,Transit,0.0,"[7.163,43.86032,1027.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
16.365,266.9772,1102,Transit,0.0,"[16.365,266.9772,1102.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
10.78,624.0,939,Transit,0.0,"[10.78,624.0,939.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
1.385,2.22,553,Transit,0.0,"[1.385,2.22,553.0]","[9.700688893960288,0.2993111060397123,0.0,0.0]","[0.9700688893960289,0.029931110603971228,0.0,0.0]",0.0
11.209,203.41018,1100,Transit,0.0,"[11.209,203.41018,1100.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
15.637,718.2958,2166,Transit,0.0,"[15.637,718.2958,2166.0]","[9.11550477854056,0.06704574731767866,0.8150395927643568,0.0024098813774041227]","[0.911550477854056,0.006704574731767866,0.08150395927643568,0.00024098813774041226]",0.0
4.19,8.0,1102,Transit,0.0,"[4.19,8.0,1102.0]","[9.848192039285397,0.132264728447001,0.008163192345413533,0.011380039922187342]","[0.9848192039285397,0.0132264728447001,0.0008163192345413533,0.001138003992218734]",0.0
0.84,8.25,1102,Transit,0.0,"[0.84,8.25,1102.0]","[9.715208813088978,0.23074619525008336,0.0034273411804261944,0.050617650480511575]","[0.971520881308898,0.02307461952500834,0.0003427341180426195,0.005061765048051159]",0.0
9.158,109.33352,435,Transit,0.0,"[9.158,109.33352,435.0]","[9.69697520214239,0.29384766894041414,0.00917712891719494,0.0]","[0.9696975202142392,0.02938476689404142,0.0009177128917194941,0.0]",0.0
1.69,6.69,1102,Transit,0.0,"[1.69,6.69,1102.0]","[9.750149921878757,0.19274698248477015,0.0034273411804261944,0.05367575445604674]","[0.9750149921878757,0.019274698248477017,0.00034273411804261944,0.005367575445604674]",0.0
11.456,140.16233,963,Transit,0.0,"[11.456,140.16233,963.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
10.536,168.44906,1102,Transit,0.0,"[10.536,168.44906,1102.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
14.392,519.64945,1102,Transit,0.0,"[14.392,519.64945,1102.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
14.347,333.71983,1750,Transit,0.0,"[14.347,333.71983,1750.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
13.507,97.57332,1168,Transit,0.0,"[13.507,97.57332,1168.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
4.35,15.2,886,Transit,0.0,"[4.35,15.2,886.0]","[9.803446938120864,0.17814081417497427,0.011705104978235256,0.006707142725925661]","[0.9803446938120866,0.01781408141749743,0.0011705104978235257,0.0006707142725925662]",0.0
1.82,5.58,1309,Transit,0.0,"[1.82,5.58,1309.0]","[9.750149921878757,0.19274698248477015,0.0034273411804261944,0.05367575445604674]","[0.9750149921878757,0.019274698248477017,0.00034273411804261944,0.005367575445604674]",0.0
14.68,778.65,1570,Transit,0.0,"[14.68,778.65,1570.0]","[9.90278801553478,0.079762510323459,0.01503959276435671,0.0024098813774041227]","[0.990278801553478,0.0079762510323459,0.001503959276435671,0.00024098813774041226]",0.0
11.89,25.1,957,Transit,0.0,"[11.89,25.1,957.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
2.122,6.8,384,Transit,0.0,"[2.122,6.8,384.0]","[9.352443239718138,0.6206891324968042,0.0,0.026867627785058978]","[0.9352443239718138,0.062068913249680426,0.0,0.002686762778505898]",0.0
16.589,419.5356,1102,Transit,0.0,"[16.589,419.5356,1102.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
4.32,15.6,1012,Transit,0.0,"[4.32,15.6,1012.0]","[9.866844901574623,0.11006995352495334,0.011705104978235256,0.011380039922187342]","[0.9866844901574625,0.011006995352495337,0.0011705104978235257,0.0011380039922187343]",0.0
2.03,2.0,499,Transit,0.0,"[2.03,2.0,499.0]","[9.735630002750066,0.261311893274399,0.0,0.0030581039755351682]","[0.9735630002750065,0.0261311893274399,0.0,0.0003058103975535168]",0.0
8.29,43.4,1102,Transit,0.0,"[8.29,43.4,1102.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
2.7,11.0,1488,Transit,0.0,"[2.7,11.0,1488.0]","[9.834024388754111,0.14289046634546615,0.011705104978235256,0.011380039922187342]","[0.9834024388754111,0.014289046634546615,0.0011705104978235255,0.001138003992218734]",0.0
10.223,75.323,1025,Transit,0.0,"[10.223,75.323,1025.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
2.196,6.86,1102,Transit,0.0,"[2.196,6.86,1102.0]","[9.775588518369986,0.16467680704617363,0.004743130654110405,0.05499154392973095]","[0.9775588518369984,0.01646768070461736,0.0004743130654110404,0.005499154392973094]",0.0
10.3,124.0,742,Transit,0.0,"[10.3,124.0,742.0]","[9.902431452745835,0.08092303407759067,0.014090566329903255,0.0025549468466705798]","[0.9902431452745836,0.008092303407759068,0.0014090566329903254,0.00025549468466705796]",0.0
12.588,489.45575,1278,Transit,0.0,"[12.588,489.45575,1278.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
6.56,35.0,584,Transit,0.0,"[6.56,35.0,584.0]","[9.910326189587941,0.07565987618285383,0.012774776856219045,0.0012391573729863693]","[0.9910326189587941,0.007565987618285383,0.0012774776856219045,0.00012391573729863693]",0.0
8.594,48.30992,1102,Transit,0.0,"[8.594,48.30992,1102.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
1.07,3.2,1102,Transit,0.0,"[1.07,3.2,1102.0]","[9.826057441158248,0.14618540573630892,0.002188183807439825,0.0255689692980014]","[0.9826057441158248,0.014618540573630892,0.00021881838074398248,0.00255689692980014]",0.0
18.046,1430.175,1102,Transit,0.0,"[18.046,1430.175,1102.0]","[9.865554674163507,0.12013064793297594,0.011904796526112196,0.0024098813774041227]","[0.9865554674163507,0.012013064793297595,0.0011904796526112196,0.00024098813774041226]",0.0
3.694,55.0,543,Transit,0.0,"[3.694,55.0,543.0]","[9.774095391536235,0.21189067423455854,0.012774776856219045,0.0012391573729863693]","[0.9774095391536237,0.021189067423455856,0.0012774776856219047,0.00012391573729863696]",0.0
1.364,4.3,1586,Transit,0.0,"[1.364,4.3,1586.0]","[9.810933720152175,0.16130912674238287,0.002188183807439825,0.0255689692980014]","[0.9810933720152175,0.016130912674238287,0.00021881838074398248,0.00255689692980014]",0.0
10.592,638.8351,701,Transit,0.0,"[10.592,638.8351,701.0]","[9.902431452745835,0.08092303407759067,0.014090566329903255,0.0025549468466705798]","[0.9902431452745836,0.008092303407759068,0.0014090566329903254,0.00025549468466705796]",0.0
2.39,7.92,1102,Transit,0.0,"[2.39,7.92,1102.0]","[9.848192039285397,0.132264728447001,0.008163192345413533,0.011380039922187342]","[0.9848192039285397,0.0132264728447001,0.0008163192345413533,0.001138003992218734]",0.0
11.063,200.2319,684,Transit,0.0,"[11.063,200.2319,684.0]","[9.902431452745835,0.08092303407759067,0.014090566329903255,0.0025549468466705798]","[0.9902431452745836,0.008092303407759068,0.0014090566329903254,0.00025549468466705796]",0.0
13.384,213.58176,1253,Transit,0.0,"[13.384,213.58176,1253.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
12.621,256.17098,1128,Transit,0.0,"[12.621,256.17098,1128.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
13.058,436.69623,828,Transit,0.0,"[13.058,436.69623,828.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
1.521,1.94,416,Transit,0.0,"[1.521,1.94,416.0]","[9.712453599842641,0.2875464001573593,0.0,0.0]","[0.9712453599842641,0.02875464001573593,0.0,0.0]",0.0
11.893,1144.18227,1166,Transit,0.0,"[11.893,1144.18227,1166.0]","[9.831656369078761,0.15402895301772168,0.011904796526112196,0.0024098813774041227]","[0.9831656369078761,0.015402895301772168,0.0011904796526112196,0.00024098813774041226]",0.0
11.545,743.71847,636,Transit,0.0,"[11.545,743.71847,636.0]","[9.888819458233058,0.09964492228370862,0.011535619483232675,0.0]","[0.9888819458233058,0.009964492228370862,0.0011535619483232676,0.0]",0.0
3.484,6.7,550,Transit,0.0,"[3.484,6.7,550.0]","[9.504390461460394,0.48665305812679466,0.004659219064289498,0.004297261348521537]","[0.9504390461460396,0.04866530581267947,0.0004659219064289499,0.0004297261348521538]",0.0
1.99,3.55,1102,Transit,0.0,"[1.99,3.55,1102.0]","[9.860998549948027,0.10818619297099571,0.002188183807439825,0.028627073273536568]","[0.9860998549948027,0.010818619297099572,0.00021881838074398248,0.0028627073273536567]",0.0
1.63,4.07,998,Transit,0.0,"[1.63,4.07,998.0]","[9.819272948816486,0.16971377430055726,0.002188183807439825,0.008825093075516762]","[0.9819272948816484,0.016971377430055723,0.00021881838074398245,0.000882509307551676]",0.0
12.812,411.27202,1418,Transit,0.0,"[12.812,411.27202,1418.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
2.58,11.02,613,Transit,0.0,"[2.58,11.02,613.0]","[8.93728163445852,1.050219972495848,0.008201131697111222,0.004297261348521537]","[0.893728163445852,0.1050219972495848,0.0008201131697111221,0.0004297261348521537]",0.0
2.83,13.31,1509,Transit,0.0,"[2.83,13.31,1509.0]","[9.834024388754111,0.14289046634546615,0.011705104978235256,0.011380039922187342]","[0.9834024388754111,0.014289046634546615,0.0011705104978235255,0.001138003992218734]",0.0
0.95,8.1,1102,Transit,0.0,"[0.95,8.1,1102.0]","[9.715208813088978,0.23074619525008336,0.0034273411804261944,0.050617650480511575]","[0.971520881308898,0.02307461952500834,0.0003427341180426195,0.005061765048051159]",0.0
2.215,12.9,417,Transit,0.0,"[2.215,12.9,417.0]","[8.33827558918685,1.6313148703952693,0.0035419126328217238,0.026867627785058978]","[0.8338275589186851,0.16313148703952696,0.00035419126328217244,0.0026867627785058983]",0.0
1.778,1.84,1102,Transit,0.0,"[1.778,1.84,1102.0]","[9.860998549948027,0.10818619297099571,0.002188183807439825,0.028627073273536568]","[0.9860998549948027,0.010818619297099572,0.00021881838074398248,0.0028627073273536567]",0.0
2.601,5.04,489,Transit,0.0,"[2.601,5.04,489.0]","[9.428501217058693,0.5650206172744681,0.0034200616913031287,0.0030581039755351682]","[0.9428501217058693,0.0565020617274468,0.0003420061691303129,0.0003058103975535168]",0.0
10.42,588.0,837,Transit,0.0,"[10.42,588.0,837.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
5.299,15.0,837,Transit,0.0,"[5.299,15.0,837.0]","[9.803446938120864,0.17814081417497427,0.011705104978235256,0.006707142725925661]","[0.9803446938120866,0.01781408141749743,0.0011705104978235257,0.0006707142725925662]",0.0
2.72,6.2,1102,Transit,0.0,"[2.72,6.2,1102.0]","[9.848192039285397,0.132264728447001,0.008163192345413533,0.011380039922187342]","[0.9848192039285397,0.0132264728447001,0.0008163192345413533,0.001138003992218734]",0.0
2.44,5.2,1026,Transit,0.0,"[2.44,5.2,1026.0]","[9.823546575978224,0.1593885065001471,0.006924034972427164,0.010140882549200973]","[0.9823546575978226,0.015938850650014713,0.0006924034972427165,0.0010140882549200974]",0.0
1.458,2.2,305,Transit,0.0,"[1.458,2.2,305.0]","[9.712453599842641,0.2875464001573593,0.0,0.0]","[0.9712453599842641,0.02875464001573593,0.0,0.0]",0.0
0.853,2.4,1299,Transit,0.0,"[0.853,2.4,1299.0]","[9.826057441158248,0.14618540573630892,0.002188183807439825,0.0255689692980014]","[0.9826057441158248,0.014618540573630892,0.00021881838074398248,0.00255689692980014]",0.0
12.218,295.5819,1345,Transit,0.0,"[12.218,295.5819,1345.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
2.661,10.6,759,Transit,0.0,"[2.661,10.6,759.0]","[9.770626425300351,0.2109613269954871,0.011705104978235256,0.006707142725925661]","[0.9770626425300352,0.021096132699548707,0.0011705104978235255,0.0006707142725925661]",0.0
6.81,56.64,885,Transit,0.0,"[6.81,56.64,885.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
10.929,63.88351,1352,Transit,0.0,"[10.929,63.88351,1352.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
13.574,457.67291,1570,Transit,0.0,"[13.574,457.67291,1570.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
3.2,123.0,1102,Transit,0.0,"[3.2,123.0,1102.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
2.44,12.6,1153,Transit,0.0,"[2.44,12.6,1153.0]","[9.834024388754111,0.14289046634546615,0.011705104978235256,0.011380039922187342]","[0.9834024388754111,0.014289046634546615,0.0011705104978235255,0.001138003992218734]",0.0
1.565,3.0,420,Transit,0.0,"[1.565,3.0,420.0]","[9.712453599842641,0.2875464001573593,0.0,0.0]","[0.9712453599842641,0.02875464001573593,0.0,0.0]",0.0
2.358,21.14,523,Transit,0.0,"[2.358,21.14,523.0]","[9.761340576334058,0.2230262343820651,0.011335927935355735,0.004297261348521537]","[0.9761340576334059,0.02230262343820651,0.0011335927935355735,0.0004297261348521537]",0.0
11.5,131.89945,1228,Transit,0.0,"[11.5,131.89945,1228.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
15.244,327.351,1102,Transit,0.0,"[15.244,327.351,1102.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
8.54,73.0,1040,Transit,0.0,"[8.54,73.0,1040.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
13.34,228.83,1074,Transit,0.0,"[13.34,228.83,1074.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
10.76,200.22,1078,Transit,0.0,"[10.76,200.22,1078.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
2.67,6.93,1102,Transit,0.0,"[2.67,6.93,1102.0]","[9.848192039285397,0.132264728447001,0.008163192345413533,0.011380039922187342]","[0.9848192039285397,0.0132264728447001,0.0008163192345413533,0.001138003992218734]",0.0
11.725,1830.69162,624,Transit,0.0,"[11.725,1830.69162,624.0]","[9.101586116861785,0.8900130598932257,0.008400823244988162,0.0]","[0.9101586116861785,0.08900130598932257,0.0008400823244988162,0.0]",0.0
2.836,8.9,805,Transit,0.0,"[2.836,8.9,805.0]","[9.770626425300351,0.2109613269954871,0.011705104978235256,0.006707142725925661]","[0.9770626425300352,0.021096132699548707,0.0011705104978235255,0.0006707142725925661]",0.0
12.543,195.14664,1237,Transit,0.0,"[12.543,195.14664,1237.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
11.994,921.707,1448,Transit,0.0,"[11.994,921.707,1448.0]","[9.868889710450034,0.11366081540820479,0.01503959276435671,0.0024098813774041227]","[0.9868889710450034,0.011366081540820479,0.001503959276435671,0.00024098813774041226]",0.0
13.294,1582.78547,1102,Transit,0.0,"[13.294,1582.78547,1102.0]","[9.865554674163507,0.12013064793297594,0.011904796526112196,0.0024098813774041227]","[0.9865554674163507,0.012013064793297595,0.0011904796526112196,0.00024098813774041226]",0.0
15.491,711.9392,1834,Transit,0.0,"[15.491,711.9392,1834.0]","[9.90278801553478,0.079762510323459,0.01503959276435671,0.0024098813774041227]","[0.990278801553478,0.0079762510323459,0.001503959276435671,0.00024098813774041226]",0.0
2.2,1303.0,1102,Transit,0.0,"[2.2,1303.0,1102.0]","[9.75905284816335,0.18644103161689432,0.008484734834809068,0.04602138538494773]","[0.9759052848163348,0.018644103161689428,0.0008484734834809067,0.004602138538494773]",0.0
1.39,57.0,831,Transit,0.0,"[1.39,57.0,831.0]","[9.675927868565878,0.28638645937553525,0.01154289897235574,0.02614277308623009]","[0.9675927868565879,0.028638645937553525,0.001154289897235574,0.002614277308623009]",0.0
13.305,136.66622,1074,Transit,0.0,"[13.305,136.66622,1074.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
8.541,88.99195,718,Transit,0.0,"[8.541,88.99195,718.0]","[9.902431452745835,0.08092303407759067,0.014090566329903255,0.0025549468466705798]","[0.9902431452745836,0.008092303407759068,0.0014090566329903254,0.00025549468466705796]",0.0
6.6,32.0,1180,Transit,0.0,"[6.6,32.0,1180.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
12.666,123.9537,1102,Transit,0.0,"[12.666,123.9537,1102.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
5.066,34.00764,1185,Transit,0.0,"[5.066,34.00764,1185.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
7.084,222.47988,352,Transit,0.0,"[7.084,222.47988,352.0]","[9.69697520214239,0.29384766894041414,0.00917712891719494,0.0]","[0.9696975202142392,0.02938476689404142,0.0009177128917194941,0.0]",0.0
12.666,320.995,1102,Transit,0.0,"[12.666,320.995,1102.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
4.16,16.5,811,Transit,0.0,"[4.16,16.5,811.0]","[9.874564703525815,0.10388825253177959,0.01483990121647977,0.006707142725925661]","[0.9874564703525814,0.010388825253177959,0.001483990121647977,0.0006707142725925661]",0.0
9.92,415.704,1700,Transit,0.0,"[9.92,415.704,1700.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
10.705,153.82972,1102,Transit,0.0,"[10.705,153.82972,1102.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
8.4,53.83,125,Radial Velocity,1.0,"[8.4,53.83,125.0]","[9.530308535475724,0.46051433560708077,0.00917712891719494,0.0]","[0.9530308535475724,0.04605143356070808,0.0009177128917194939,0.0]",0.0
15.334,664.237,2056,Transit,0.0,"[15.334,664.237,2056.0]","[9.103113204810697,0.07695900630156961,0.8162787501373432,0.003649038750390492]","[0.9103113204810697,0.007695900630156962,0.08162787501373432,0.0003649038750390492]",0.0
2.85,12.4,694,Transit,0.0,"[2.85,12.4,694.0]","[9.693489461718979,0.2913805662880208,0.009516921170795431,0.0056130508222057484]","[0.9693489461718977,0.029138056628802072,0.000951692117079543,0.0005613050822205748]",0.0
6.277,28.6047,1102,Transit,0.0,"[6.277,28.6047,1102.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
14.572,165.2716,1102,Transit,0.0,"[14.572,165.2716,1102.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
13.79,92.17,1100,Transit,0.0,"[13.79,92.17,1100.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
2.24,9.6,1102,Transit,0.0,"[2.24,9.6,1102.0]","[9.761420867838698,0.1753025449446388,0.008285043286932128,0.05499154392973095]","[0.9761420867838698,0.017530254494463878,0.0008285043286932128,0.005499154392973095]",0.0
11.814,408.72733,400,Transit,0.0,"[11.814,408.72733,400.0]","[9.887451392618582,0.10337147846422369,0.00917712891719494,0.0]","[0.9887451392618581,0.01033714784642237,0.0009177128917194939,0.0]",0.0
12.845,117.59651,1471,Transit,0.0,"[12.845,117.59651,1471.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
9.785,43.86054,1324,Transit,0.0,"[9.785,43.86054,1324.0]","[9.890396441804915,0.08967576930734998,0.01627875013734308,0.003649038750390492]","[0.9890396441804917,0.008967576930735,0.0016278750137343082,0.0003649038750390493]",0.0
1.61,3.0,1102,Transit,0.0,"[1.61,3.0,1102.0]","[9.826057441158248,0.14618540573630892,0.002188183807439825,0.0255689692980014]","[0.9826057441158248,0.014618540573630892,0.00021881838074398248,0.00255689692980014]",0.0
